Name ENSG00000113578.17 ENSG00000163958.13 ENSG00000219607.3 ENSG00000197632.8 ENSG00000275894.1 ENSG00000152760.9 ENSG00000227560.1 ENSG00000132002.7 ENSG00000144488.14 ENSG00000187545.5 ENSG00000149972.10 ENSG00000158050.4 ENSG00000197261.11 ENSG00000279903.1 ENSG00000136002.18 ENSG00000124466.8 ENSG00000276337.1 ENSG00000145391.13 ENSG00000101210.10 ENSG00000224982.3 ENSG00000267060.5 ENSG00000139517.7 ENSG00000101443.17 ENSG00000182173.12 ENSG00000204388.6 ENSG00000110848.8 ENSG00000151725.11 ENSG00000249138.1 ENSG00000211694.2 ENSG00000171724.2 ENSG00000122691.12 ENSG00000106128.18 ENSG00000223922.1 ENSG00000183876.8 ENSG00000270742.1 ENSG00000204389.9 ENSG00000165841.9 ENSG00000279691.1 ENSG00000228951.1 ENSG00000172061.8 ENSG00000277632.1 ENSG00000221946.7 ENSG00000243477.5 ENSG00000276564.1 ENSG00000102802.9 ENSG00000258884.1 ENSG00000278743.1 ENSG00000112149.9 ENSG00000197406.7 ENSG00000127831.10 ENSG00000109846.7 ENSG00000183196.8 ENSG00000260325.1 ENSG00000226419.7 ENSG00000231784.8 ENSG00000269119.1 ENSG00000133116.7 ENSG00000163734.4 ENSG00000151789.10 ENSG00000283426.1 ENSG00000214544.7 ENSG00000272610.1 ENSG00000248503.2 ENSG00000122861.15 ENSG00000245904.3 ENSG00000133111.3 ENSG00000093009.9 ENSG00000100884.9 ENSG00000256377.5 ENSG00000240457.3 ENSG00000138131.3 ENSG00000104237.7 ENSG00000188517.14 ENSG00000266378.1 ENSG00000250616.2 ENSG00000232909.1 ENSG00000154654.14 ENSG00000224846.2 ENSG00000184564.8 ENSG00000145335.15 ENSG00000149090.11 ENSG00000153234.13 ENSG00000182916.7 ENSG00000163590.13 ENSG00000161055.3 ENSG00000275494.1 ENSG00000146453.12 ENSG00000175691.8 ENSG00000171517.5 ENSG00000130222.10 ENSG00000261040.6 ENSG00000180139.11 ENSG00000125245.12 ENSG00000258498.8 ENSG00000183317.16 ENSG00000144283.21 ENSG00000272523.1 ENSG00000066279.17 ENSG00000179967.11 ENSG00000272573.5 ENSG00000278546.1 ENSG00000196562.14 ENSG00000015133.18 ENSG00000270028.1 ENSG00000158234.12 ENSG00000134986.13 ENSG00000267632.1 ENSG00000104147.8 ENSG00000260136.5 ENSG00000182771.18 ENSG00000260804.3 ENSG00000181634.7 ENSG00000131747.14 ENSG00000138778.11 ENSG00000275759.1 ENSG00000269374.1 ENSG00000161642.17 ENSG00000165507.8 ENSG00000154864.11 ENSG00000205502.3 ENSG00000108700.4 ENSG00000225177.5 ENSG00000213793.5 ENSG00000163701.18 ENSG00000272449.1 ENSG00000265972.5 ENSG00000043591.5 ENSG00000198805.11 ENSG00000184113.9 ENSG00000245482.2 ENSG00000134775.15 ENSG00000279463.1 ENSG00000171425.9 ENSG00000141682.11 ENSG00000174145.7 ENSG00000083828.15 ENSG00000075399.13 ENSG00000237700.2 ENSG00000168070.11 ENSG00000204160.11 ENSG00000125538.11 ENSG00000267368.1 ENSG00000197487.8 ENSG00000236498.1 ENSG00000172469.15 ENSG00000234584.1 ENSG00000149968.11 ENSG00000177051.5 ENSG00000189050.15 ENSG00000277782.1 ENSG00000273338.1 ENSG00000173110.7 ENSG00000158292.6 ENSG00000134323.11 ENSG00000177606.6 ENSG00000160226.15 ENSG00000240093.1 ENSG00000137265.14 ENSG00000179295.17 ENSG00000140511.11 ENSG00000215859.8 ENSG00000248590.2 ENSG00000124469.11 ENSG00000268873.1 ENSG00000108691.9 ENSG00000148948.7 ENSG00000128342.4 ENSG00000204498.10 ENSG00000266964.5 ENSG00000251596.1 ENSG00000242220.6 ENSG00000131355.14 ENSG00000214226.8 ENSG00000117724.12 ENSG00000214039.8 ENSG00000203709.11 ENSG00000103241.6 ENSG00000254622.1 ENSG00000267270.5 ENSG00000279932.1 ENSG00000278462.1 ENSG00000160888.6 ENSG00000188162.10 ENSG00000150510.16 ENSG00000054967.12 ENSG00000105516.10 ENSG00000165949.12 ENSG00000254206.5 ENSG00000106211.8 ENSG00000200336.1 ENSG00000164236.11 ENSG00000161800.12 ENSG00000231948.2 ENSG00000196843.15 ENSG00000278071.1 ENSG00000283436.1 ENSG00000012223.12 ENSG00000174891.12 ENSG00000250786.1 ENSG00000163959.9 ENSG00000226276.1 ENSG00000158552.12 ENSG00000104921.14 ENSG00000198826.10 ENSG00000011478.11 ENSG00000088826.17 ENSG00000236194.3 ENSG00000276070.4 ENSG00000272384.1 ENSG00000146556.14 ENSG00000250673.2 ENSG00000105374.9 ENSG00000236478.2 ENSG00000257252.5 ENSG00000096060.14 ENSG00000232656.7 ENSG00000274386.5
GTEX-14PHX-0526-SM-664NW 0.06403 1.841 0.2983 0.3325 1.151 0.3289 0.1443 43.2 0.2625 0 0 3.135 1.274 0 0.8408 0.4652 0.8582 10.97 1.094 0.1074 0.1766 20.49 3.564 7.91 5.906 1.829 0.6459 0.8245 0.4948 0.2313 0.08926 7.406 0.04603 0.1119 0 16.82 23.81 0 0.4712 0.009477 16.07 0.2736 5.049 0.2108 0.2608 0.0733 0.246 2.507 0.1875 21.33 4.056 0 1.479 0.1215 0.02235 0 0.04453 1.027 0 3.586 0.08932 0.3466 0.04815 0.8441 0.08137 1.367 0.2562 0.08978 0.03809 0 1.117 0.031 0.3874 0.3551 0.5421 1.683 0.03023 0.113 0.1434 0.09173 1.947 2.469 0.6696 3.362 3.241 5.271 0.05313 1.628 0.07944 134.2 0.2681 0.5804 0.1475 1.673 0.0356 9.347 2.84 0.09048 1.012 25.49 0.7005 17.99 1.337 1.175 4.122 1.299 1.013 0.2572 2.115 0.01992 1.028 0.0107 0.2968 0.09867 0.1908 2.413 3.267 74.56 1.343 1.123 0 4.66 0.697 2.743 2.882 93.91 0.8386 30.26 7.149 0.07426 0.2845 0 4.744 0.5364 0.006762 1.189 14.41 0 0.1661 7.787 0.419 5.998 0.24 0.05341 6.278 0.6197 0 8.969 14.92 1.592 1.077 1.472 23.79 0.649 82.45 11.26 0.04903 0.4056 27.45 0.4674 0.08348 0.3573 0.02207 0.1555 13.66 0.06832 1.513 10.55 80.11 0.02465 0.9217 0 1.347 0.07223 0.07701 0.8744 2.482 0 0.3557 0.1227 0 52.88 0.03266 0.1932 1.27 4.297 9.356 0.6784 110.9 11.34 0.2444 0.696 12.85 13.18 0.9056 0.058 0.4127 2.825 1.241 15.11 0 21.09 0.3016 0.2743 15.51 1.825 0.05644 3.203 0.214 1.705 0.09963 7.706 0 0 63.18 13.77 0.06505
GTEX-14PJO-1726-SM-68719 0.444 4.99 1.161 0.09674 7.958 0.9932 4.709 57.03 0.1439 0.06981 0.01278 1.056 7.097 0.1344 0.1493 0.3928 0.8049 5.857 0.345 15.29 0.3202 4.78 0.52 10.11 86.83 0.6391 1.131 2.552 0.2079 0.1222 0.211 0.09451 0.4135 0.1465 0.1133 131.9 6.833 0.7866 0.3241 0.008961 2.833 0.2264 8.958 0.9193 0.2354 0.4159 0.9771 0.3281 6.609 7.212 5.924 0.2218 2.229 0.4915 0.06339 0.05621 0.06843 1.151 0.02345 10.24 0.2365 0.4747 0.4098 0.929 0.1356 2.054 0.3576 0.02547 0.07203 1.181 1.178 0 0.4246 2.711 0.8477 0.1591 0.1366 2.031 0.06164 0.2602 0.8959 1.838 0.4749 0.7398 12.41 7.077 0.1507 2.042 3.824 15.62 0.1267 0.5688 0.3348 8.33 0.006733 6.213 2.381 0.06845 4.246 28.33 0.7828 8.094 1.22 1.41 2.952 0.8285 0.4956 0.139 2.327 0.07533 0.558 0.06747 0.05432 0.04374 1.218 0.9505 4.353 22.61 0.3495 1.332 0 12.51 0.354 9.73 2.752 86.79 0.2799 30.09 8.747 0.07022 0.1266 0.3564 8.511 0.1014 0 2.529 44.66 0 0.03624 11.39 0.3396 20.05 0 0.606 2.227 1.026 6.073 6.194 8.232 1.847 2.165 23.67 1.095 5.431 102.4 8.396 0 0.2346 12.11 0.5705 0.1052 0.04969 0.0626 0.04901 4.517 0.07454 1.352 16.15 44.94 0.1631 0.9788 0.2158 1.807 0.04553 0.006068 0.257 3.028 0.3831 0.5916 0.2708 0.1001 61.35 0.005148 0.3336 1.193 0.553 9.03 0.8351 122 0.3972 0.16 1.014 33.98 24.23 7.501 0.02742 0.4306 1.197 2.483 80.58 0.7022 29.07 0.1222 0.5655 6.111 49.65 0.03558 0.5906 0.9782 4.884 1.001 1.082 0 0.09231 14.99 0.8959 0.006151
GTEX-15DYW-1326-SM-6LPIV 0.7573 4.27 4.827 0.1296 6.842 2.151 5.853 307.3 4.235 0.05346 0.03913 4.661 7.927 3.5 0.4526 1.612 3.413 8.171 0.4471 0.5831 0.3838 7.444 1.003 10.48 318.5 2.898 1.712 10.86 0.7166 1.291 0.3447 0.1448 3.933 0.636 1.041 409.6 48.45 1.807 0 0.151 8.679 1.436 8.321 2.341 0.6868 0.3185 0.7127 5.008 0.3879 25.34 11.41 0.04118 4.369 0.5114 0.1295 0 0.08062 0.8634 0.01796 16.76 0.3105 1.004 0.2267 2.585 0.2301 2.775 0.1767 0.2471 0.2206 0.6956 1.805 0.4011 1.02 0.5334 0.8757 0.2437 0.2092 0.3274 1.586 0.5978 7.952 42.62 2.528 0.9989 3.364 10.99 0.03847 2.007 0.04602 266.2 0.2588 7.596 0.7478 6.532 0.03094 8.332 5.423 0.1685 1.924 32.58 4.519 17.71 5.52 2.486 2.272 6.541 0.7085 0.6386 3.126 0.1154 0.3885 0.4237 0.2773 0.01786 1.036 0.5823 3.808 30.39 2.389 1.342 0.194 13.22 0.645 6.427 2.742 75.56 0.5144 43.9 7.715 0.05378 1.381 1.638 7.914 0.5049 0.1812 2.846 19.73 0 0.3146 9.066 0.3121 10.02 0.478 1.083 4.346 4.787 0.04044 6.644 6.662 3.982 1.95 9.8 1.318 0.07833 398.2 13.43 0.4261 0.7188 11.32 1.095 0.7053 0.09133 0 0.1501 16.81 1.081 1.839 14.5 306.7 0.07139 1.068 0.07184 2.519 0.1325 0.05576 0.3962 4.522 0.2416 1.83 1.6 0.7662 94.41 0 0.7238 0.9756 17.31 40.09 0.9454 447.4 0 0.1906 0.7157 4.484 27.78 7.66 0 0.6595 2.223 2.946 55.64 4.948 31.18 0.6863 0.1824 7.968 3.238 0.4087 1.897 1.033 5.713 1.208 13.56 0 0.09425 4.852 22.68 0.1036
GTEX-15ER7-1826-SM-6LLI7 0.3307 4.851 0.4789 0.09906 6.936 2.091 2.671 40.47 2.955 0 0.03198 28.13 5.662 0.6933 0.1636 0.6721 0.7932 6.144 0.2536 0.1309 0.2154 3.225 0.3331 11.41 156 20.53 0.6033 12.13 1.751 0.5446 0.2561 0.02581 0.8319 1.578 0.8762 221.1 33.54 0.358 0.1106 0.07341 32.12 1.442 7.38 1.653 0.2245 0 1.482 4.074 0.1729 13.38 5.292 0.0153 3.781 0.8705 0.1154 0.1023 0.2012 0.2293 0.06047 14.03 0.4075 1.06 0.2176 1.024 0.2635 2.847 0.189 5.958 0.1967 0.08268 0.9341 0.01957 0.3183 2.128 0.9869 0.1448 0.1243 0.7783 0.6508 1.283 3.397 3.487 0.9674 0.7863 0.6045 6.85 0.4116 1.799 0 258 0.423 5.05 0.7745 10.43 0.009192 6.075 4.389 0.1513 2.722 46.95 1.206 5.005 3.576 1.905 1.575 2.623 0.2406 0.4428 2.081 0.5657 0.7311 0.09826 0.136 0.08758 2.628 1.038 7.666 28.67 1.614 2.01 0.1153 11.93 0.9777 10.8 3.113 111.6 0.0934 26.89 10.07 0.04794 0.3121 1.514 9.15 0.8079 0.09021 4.018 19.55 0 0.5718 14.62 0.3194 30.47 0.05165 1.057 3.479 2.667 0.1081 8.176 6.872 1.619 12.05 3.699 2.303 0.4469 190.8 12.04 0.08441 0.612 7.549 0.5998 0.3473 0.1086 0.5793 0 8.1 0.2578 0.9619 12.09 262.9 0.1061 2.66 0.1622 2.699 0.1036 0.05523 0.377 3.466 0.02051 2.201 0.2817 0.7286 67.24 0.004686 0.8205 1.46 12.03 23.13 1.504 310.3 0 0.2265 0.6709 1.615 21.45 7.14 0 6.301 1.663 4.035 17.89 7.031 28.89 1.273 0.2361 4.574 1.513 0.5668 2.879 0.7369 7.437 1.94 32.23 0 0.196 6.688 2.614 0.06718
GTEX-15RJ7-2026-SM-6LPJ4 0.08992 0.4991 0.4658 0.09796 1.338 0.1138 0 42.68 0.7479 10.15 0 1.047 0.1935 0.0726 0.7403 0.4837 0.3233 15.35 1.29 0.4523 0.1579 10.2 6.085 11.75 4.464 1.543 1.811 0.2297 0.5053 0.4795 0 0.03063 0.2116 0.07915 0 7.225 7.76 0 0.06563 0.1452 10.29 0 2.378 0.1436 0.5449 2.021 0.1508 2.178 0.5334 4.429 2.847 0.005445 1.571 0.3333 0.06848 0.09107 0.1791 0.6413 0.02849 4.561 0.0958 0.2014 0.166 3.223 0.1543 2.487 0.972 0.02751 0.2334 0 8.08 0.006332 0.7081 0.0806 0.575 0.1289 0.4065 0.6927 0.2796 0.2108 4.24 3.435 0.6595 1.299 1.738 2.826 0 1.752 0.5112 41.62 0.06845 0.1294 0.4294 2.776 0.02182 14.18 0.8901 0.1347 0.969 6.884 0.5854 18.74 2.625 0.2769 3.016 1.921 1.365 0.8444 1.653 0.2136 1.027 0.1694 1.518 0.1323 0.4385 1.848 4.653 65.24 3.868 0.9832 1.573 2.632 0.3757 0.4129 1.645 58.58 0.09069 26.81 9.117 0.2276 0.564 0.1925 5.451 0.3287 0.04144 2.218 11.28 5.681 0.3132 6.695 3.87 6.716 0.3218 0.08183 10.68 0.3956 0 6.671 18.04 0.776 0 1.182 0.6233 0.06629 35.75 9.717 0.1503 0.4241 29.73 0.5859 0.2558 0.2898 0.03381 1.032 29.77 0.1932 2.551 12.2 39.31 0 1.021 0.1216 1.088 0.3394 0 1.43 2.11 0 0.1597 0.2507 0 50.28 0.02919 0.2316 2.012 3.155 25.14 0.5197 72.34 10.3 0.07201 1.61 3.881 10.98 1.443 0.08887 0.3161 3.373 1.392 18.67 0 22.59 0.352 0.7854 3.555 2.181 0 0.6482 0.8198 2.484 0.3244 11.25 0.03793 0.1994 6.991 0.555 0.01993
GTEX-17HGU-1826-SM-7IGQM 0.06357 1.261 0.3189 0.06348 0.867 0.4634 1.72 61.28 0.2189 0.2199 0 0.5959 2.059 0.5645 0.5309 0.3134 0.4889 5.938 2.619 0.1421 0.1754 6.649 15.06 15.33 58.4 0.8156 0.9141 0.1488 0.6549 0.2567 0.1182 0.1389 0.09139 0.1881 0.1189 91.91 12.19 0.8259 0.1276 0.009408 4.507 0.1698 2.189 0.407 0.2119 0.2183 0.1954 1.533 0.8907 0.8653 2.402 0.01411 2.312 0.2188 0.06656 0.02951 0.07185 1.398 0.01026 8.195 0.2217 0.2373 0 0.9891 0.1077 2.181 0.2301 0.02674 0.1512 0.5722 7.135 0.004103 0.2622 2.115 0.4968 0.4594 0.06002 0.3367 0.2071 0.1897 1.859 1.437 0.2374 0.7925 4.773 2.983 0.4352 1.261 0.6861 159.2 0.04435 0.1362 0.3661 5.678 0.02121 8.483 1.987 0.1258 2.888 12.33 0.8851 11.94 1.31 2.646 2.138 1.826 0.2255 0.5837 2.4 0.7167 1.047 0.124 0.2899 0.09184 1.421 0.9979 2.892 74.34 1.262 1.717 0.08864 6.098 1.217 1.109 2.441 29.81 0.09794 21.36 9.436 0.07373 0.2492 0 8.431 0.1597 0 1.818 24.56 0.03682 0.03805 8.497 1.807 16.82 0.2383 1.166 4.078 1.589 0.08316 6.752 11.41 0.2155 0.2674 3.418 1.28 0.1503 24 13.32 0.04868 0.4738 10.46 0.9365 0.4282 0.05217 0.02191 0.6175 17.35 0.2243 1.223 13.26 74.92 0.09787 0.8305 0.0591 2.225 0.03346 0 0.318 1.931 0 0.5906 0.2031 0.5252 33.71 0 0.4711 0.9142 2.247 18.62 2.198 133.9 0 0.0871 0.691 7.498 12.32 7.121 0.02879 0.7134 1.421 1.948 8.594 0.6635 21.71 0.4705 0.3884 5.326 2.096 0.1868 0.9001 0.4958 5.028 0.8284 7.172 0 0.1615 5.321 1.715 0.006458
GTEX-17HHE-0126-SM-79398 0.2626 2.806 0.3474 0.07262 2.179 10.12 0.4098 52.64 1.083 0.06987 0.03836 1.01 0.2192 0.3588 0.6647 1.793 0.3329 15.55 0.7437 0.1016 0.3622 15.74 0.2313 16.53 10.67 1.003 2.966 2.27 1.041 0.7469 0.169 0.03784 2.396 0.6845 0.2267 44.57 89.92 0 0 0.05382 2.75 0.5826 4.339 0.9312 0.3142 1.11 0.1863 1.292 0.05069 32.16 2.633 0.05382 4.324 0.6738 0.0423 0.1125 0.5374 0.5522 0.2973 6.276 0.1522 0.2262 0.2962 0.8906 0.05868 2.819 1.732 0.3569 0.3605 0 1.233 0.007823 0.4999 0.04979 0.4341 1.115 0.1462 0 0.5676 0.1013 6.03 0.9267 0.86 2.401 2.147 6.784 1.081 2.733 0 48.36 0 0.3995 0.2792 1.588 0.02696 14.61 1.466 1.179 0.4789 17.01 0.4822 19.1 1.947 1.967 3.93 1.344 1.025 1.322 3.841 0.245 1.862 0.09455 3.661 0.4436 1.987 2.664 3.922 58.55 2.956 0.5061 0 8.865 0.4398 1.968 3.049 141.5 0 53.44 8.266 0.07029 0.4751 0.2378 8.298 0 0.2496 1.978 28.47 0.07019 0.5321 11.13 0.4532 9.409 0.1136 0.2022 17.17 1.662 0 5.918 15.16 1.644 1.784 1.303 10.26 0.4505 29.81 13.08 0 0.3884 41.64 0.2574 0.316 0.3382 0.5012 0.2944 4.588 0.2487 0.05757 15.4 156.4 0.1166 6.281 0.1127 1.414 0.7383 0.04859 0.7702 2.288 0.09022 0.7895 0 0 19.77 0.005153 0.8347 0.9361 3.778 15.15 0.8116 158.2 0 0.1483 3.188 4.173 18.89 3.36 0 2.505 3.715 6.581 68.75 0.984 34.86 0.7067 1.736 6.258 1.465 0.2849 0.3051 1.013 5.6 0.04715 7.977 0.09372 0.308 36.33 2.638 0.1354
GTEX-17MF6-1126-SM-7DUFS 0.06402 6.36 2.39 0.02789 2.901 0.2893 3.149 26.08 0.3092 0.1409 0.007368 13.97 1.607 1.705 1.627 0.7249 1.358 9.758 0.352 0.1366 0.2729 15.13 11.51 8.203 9.79 7.949 1.214 6.295 1.319 0.1187 0.1623 0.4688 0.9538 0.3944 0.2613 24 8.231 0.1512 1.262 0.03101 28.32 0.6341 12.44 0.7537 0.2586 0.7994 0.966 1.648 2.994 1.378 4.041 0.007753 5.287 0.9059 0 0.06483 0.04857 0.7194 0.1082 16.82 0.4384 0.2998 0.3151 0.9206 0.2155 4.353 0.4391 0.07834 0.04154 0.1048 1.271 0.004508 0.6289 0.9181 1.001 1.239 0.1026 0.1233 0.09953 0.1251 7.998 11.42 0.9911 2.802 9.604 10.41 0.05795 1.562 0.104 329.4 0.09745 10.37 0.3057 15.87 0.01553 7.834 3.802 0.1889 1.656 37.13 1.181 18.24 2.224 1.872 5.435 0.8485 0.7622 0.6011 2.025 0.1901 1.209 0.02335 0.8301 0.1614 0.8325 9.867 4.828 89.43 0.6149 6.824 0.5356 6.135 0.7039 1.722 2.62 260.5 0.4519 13.19 12.57 0.1215 0.5049 0.06852 9.725 0.8483 0.003687 2.959 17.08 0.1011 0.3066 12.31 3.695 19.74 0.2618 0.6408 8.226 0.7323 0.03045 7.357 9.62 1.342 4.7 1.683 10.27 0.3421 97.21 7.534 0 1.671 15.57 3.698 0.5311 0.1719 1.962 0.05653 34.27 0.2063 1.202 17.43 198.2 0.08064 2.01 0.4761 1.002 0.2495 0.259 0.4438 3.178 0.05199 0.6288 0.7139 0.2308 49.87 0.04156 0.5726 3.943 5.283 12.31 0.8167 71.97 10.54 0.1811 0.706 10.95 16.54 8.297 0.06326 13.03 2.087 2.565 8.217 0.486 18.5 0.4229 0.667 7.525 2.428 0.1231 5.362 0.5836 5.031 2.119 13.99 0 0.3549 49.6 2.887 0.1845
GTEX-18A66-2026-SM-7189C 0.187 3.52 0.4833 0.06401 0.828 0.6373 1.746 46.08 0.4511 0.0154 0 0.8903 0.404 0.5139 1.666 0.2634 0.4989 9.606 0.2575 0.08957 0.2088 13.39 1.02 12.31 11.66 1.526 0.9288 1.032 0.1835 0.3235 0.03723 1.935 0.6528 0.2802 0.09993 24.72 5.821 0.347 0 0.05535 4.545 0.2283 4.043 0.3909 0.1385 0.4281 0.2463 0.7563 0.9831 39.41 2.701 0 2.993 0.3017 0.1212 0.0248 0.09289 0.4339 0.01034 1.693 0.1938 0.2692 0.05022 0.762 0.05819 2.301 0.3766 0.09738 0.1271 0.08015 0.9994 0.003448 0.8447 0.7242 0.661 0.8424 0.06165 0.09431 0.5819 0.1339 1.431 0.8347 0.3791 2.151 1.262 3.694 0.3103 2.033 0 62.63 0.1864 0.1321 0.16 4.214 0.01782 9.95 2.154 0.1208 1.003 16.45 1.275 11.58 1.363 0.6785 3.567 2.183 0.5248 0.4598 3.169 0.05816 0.4252 0.06846 0.4473 0.1235 1.512 1.51 2.504 27.79 2.176 0.5651 0.149 4.045 0.2854 0.7067 1.58 76.79 0.1893 37.61 5.67 0.1084 0.5724 0.1048 5.796 0.4251 0.02257 2.168 23.83 0.03094 0.1386 9.767 1.219 9.187 0.1252 0.4902 8.611 0.6894 0.0233 7.522 15.88 2.052 0.5618 1.872 2.813 0.05415 7.847 7.408 0.08182 0.7764 19.93 0.39 3.331 0.2806 0.05523 0.7784 2.712 0.1447 0.222 11.69 50.87 0 2.52 0.02483 3.382 0.08839 0 0.4016 2.017 0.1392 0.5527 0.2048 0 21.38 0.8176 0.3259 0.9675 0.8485 14.73 0.5339 82.32 0.3505 0.1595 0.8884 13.97 15.42 3.415 0.0242 0.5402 2.311 3.418 37.29 0.06196 18.75 0.5391 0.3302 10.83 1.259 0.2355 0.8741 0.4762 3.988 0.2598 4.445 0.1033 0.2986 20.76 7.766 0.07055
GTEX-18A6Q-2026-SM-718AQ 0.5744 4.306 0.09924 0 6.22 14.36 4.093 191.9 1.483 3.903 0.01948 7.309 2.013 0.8654 0.06193 0.8784 0.967 9.084 0.6878 0.086 0.1698 7.771 0.5286 14.51 358.8 7.35 1.995 17.65 0.5284 0.2616 0 0 0.7743 0.629 0.8059 441.1 52.75 2.532 0 0.01822 12.83 1.315 7.168 2.24 0.06838 0.775 1.23 2.119 0 3.645 3.842 0.01708 3.843 0.4806 0.1181 0.1428 0.08562 1.378 0.04966 13.2 0.3177 0.5055 0.2199 1.649 0.1192 2.945 0.4339 0.6214 0.3661 0 1.368 0 0.4231 0.7333 0.6613 0.1618 0.7748 0.2173 0.5138 0.3527 4.403 11.08 0.8275 0.8542 0.5712 7.498 0.06384 3.142 0.01527 124 0.1718 3.104 0.8508 0.3662 0.01369 10.17 2.979 0.2087 2.006 25.85 2.081 17.12 2.017 1.39 2.085 5.481 0.7389 0.6004 4.067 0.7275 0.4899 0.1269 0.2715 0.04742 1.743 0.5797 3.932 14.68 1.927 0.8567 0.04291 15.68 0.4963 6.838 2.2 38.18 0.1233 30.03 1.83 0.03569 0.4557 0.8455 5.578 0.2449 0.03575 2.11 22.24 0.9268 0.479 11.52 0.5984 10.6 0.6922 1.591 5.044 3.624 0.02684 6.556 15.77 0.1391 0.9061 9.334 0.7489 7.725 228.9 13.26 0.2357 0.1651 15.55 0.1879 9.509 0.5051 0.1273 0 16.1 0.4092 1.732 10.75 245.6 0.1066 4.907 0.1621 2.602 0.1389 0 0.2563 2.609 0.06873 2.152 0.2359 0.2034 39.25 0.002617 0.3472 0.836 8.493 83.77 5.124 378.1 0 0.04819 0.8296 6.944 23.29 3.029 0.3624 3.926 2.251 5.755 56.82 4.997 34.46 0.4693 0.3631 7.016 0.7806 0.651 1.065 0.3772 4.29 0.3831 19.42 0 0.09383 4.098 9.215 0.2063
GTEX-18A7A-1526-SM-72D69 0.3224 1.791 6.993 0 13.57 4.628 3.139 559.7 4.522 0 0.01632 13.82 4.273 5.554 0.6111 0.7629 3.034 13.11 0.2204 0.7459 0.08893 9.981 0.3691 9.466 490.9 8.166 1.179 20.38 0.6642 1.093 0.4494 0 5.895 0.3537 1.302 602.7 95.06 1.508 0.05176 0.0687 14.81 1.281 7.117 1.981 0.4871 0.3543 1.546 3.894 0.7281 42.66 5.748 0.1117 3.804 0.5188 0.0945 0.07182 0.09417 1.594 0.0799 19.87 0.1835 1.199 0.3346 2.274 0.09832 2.109 0.1474 0.9329 0.1381 2.205 1.632 0.1273 0.9574 0.445 0.529 0.4575 0.4951 0.8195 0.7246 0.822 7.761 30.6 2.138 0.9891 1.762 9.426 0.1444 1.675 0 320.7 0.3239 6.72 0.5882 7.77 0.06022 8.487 5.616 0.3811 2.293 21.08 3.078 11.9 4.424 1.037 2.026 9.92 0.38 0.666 2.243 0.2467 0.2377 0.1811 0.1041 0.04471 0.9799 1.7 2.717 54.21 2.215 2.175 0.05394 11.17 0.5225 7.99 4.507 89.71 1.931 47.12 4.523 0.1346 0.7818 2.201 10.08 0.5671 0.143 2.456 16.73 0 0.8645 14.71 0.3761 7.476 0 1.226 8.628 4.493 0.06748 9.05 16.18 2.273 2.115 27.64 0.8415 0.07842 522.5 17.65 0.3555 0.7381 14.62 0.2772 0.2522 0.127 0.1866 0 13.37 0.4508 1.084 14.84 249.3 0.134 5.808 0.08391 3.093 0.1396 0.4187 0.6443 3.724 0.288 2.549 0.9886 1.79 56.02 0 0.3146 0.9272 46.59 10.44 2.374 548 0 0.1855 1.018 5.725 25.27 4.377 0 1.341 2.46 3.138 48.59 3.5 32.58 0.7461 0.2499 8.276 2.089 0.4092 1.558 0.9483 4.12 0.8126 14.77 0 0.2359 20.99 6.566 0.1179
GTEX-1A8FM-1226-SM-7IGMD 0.07548 4.009 5.376 0.009045 8.368 0.5403 3.982 46.64 1.337 0 0 10.64 0.5882 2.547 0.1139 0.2586 1.523 10.65 0.2283 0.07594 0.1145 15.36 0.6771 8.818 86.88 7.208 0.7485 6.018 0.5444 0.1059 0.1473 0.02121 0.5209 0.08526 0.593 149 46.58 0.1961 0.0303 0.04692 8.413 0.7741 8.087 1.392 0.151 1.763 1.601 0.9895 3.751 49.05 3.811 0.005028 1.347 0.6934 0.2213 0 0.07875 0.4127 0.1389 26.42 0.2085 1.344 0.2725 0.2741 0.0603 1.968 0.1553 0.06986 0 0 1.99 0.001462 0.2802 1.405 0.2065 0.4166 0.05227 0.2399 0.08299 0.6002 1.282 3.603 0.6766 2.097 19.03 8.538 0.3194 0.9068 0 297.3 0.0948 1.284 0.313 20.56 0.01511 9.027 3.699 0.1207 1.79 12.25 1.216 8.756 0.9707 0.703 1.958 3.363 0.3584 0.3639 2.412 0.06339 0.215 0.04543 0.06095 0.0458 1.856 1.991 2.887 132.9 1.025 0.1513 0.3473 5.959 0.5798 2.492 1.079 115.7 8.402 23.75 0.8477 0.06566 0.09469 0.6222 11.16 0.3415 0 2.089 19.54 0 0.0723 11.8 0.5843 5.341 0.7641 0.5289 3.942 1.936 0.01975 8.372 11.94 0.8189 2.572 1.52 1.239 0.04591 214.2 9.967 0 0.2194 16.76 0.3126 0.1771 0.1487 0.07024 0.03666 4.639 0.1264 1.565 15.46 201 0.008717 0.9528 0.1193 3.197 0.1243 0 0.2682 1.993 0.2023 0.6985 0.4051 0 25.89 0.003851 0.07129 0.4282 8.669 2.489 1.213 175.4 0 0.1352 0.6745 11.98 22.08 8.174 0.04103 0.5184 1.207 3.01 70.99 2.469 29.38 0.06095 0.334 6.875 3.338 0.07985 2.066 0.429 5.557 1.198 6.856 0 0.1611 14.12 2.681 0.03221
