Name ENSG00000113578.17 ENSG00000163958.13 ENSG00000219607.3 ENSG00000197632.8 ENSG00000275894.1 ENSG00000152760.9 ENSG00000227560.1 ENSG00000132002.7 ENSG00000144488.14 ENSG00000187545.5 ENSG00000149972.10 ENSG00000158050.4 ENSG00000197261.11 ENSG00000279903.1 ENSG00000136002.18 ENSG00000124466.8 ENSG00000276337.1 ENSG00000145391.13 ENSG00000101210.10 ENSG00000224982.3 ENSG00000267060.5 ENSG00000139517.7 ENSG00000101443.17 ENSG00000182173.12 ENSG00000204388.6 ENSG00000110848.8 ENSG00000151725.11 ENSG00000249138.1 ENSG00000211694.2 ENSG00000171724.2 ENSG00000122691.12 ENSG00000106128.18 ENSG00000223922.1 ENSG00000183876.8 ENSG00000270742.1 ENSG00000204389.9 ENSG00000165841.9 ENSG00000279691.1 ENSG00000228951.1 ENSG00000172061.8 ENSG00000277632.1 ENSG00000221946.7 ENSG00000243477.5 ENSG00000276564.1 ENSG00000102802.9 ENSG00000258884.1 ENSG00000278743.1 ENSG00000112149.9 ENSG00000197406.7 ENSG00000127831.10 ENSG00000109846.7 ENSG00000183196.8 ENSG00000260325.1 ENSG00000226419.7 ENSG00000231784.8 ENSG00000269119.1 ENSG00000133116.7 ENSG00000163734.4 ENSG00000151789.10 ENSG00000283426.1 ENSG00000214544.7 ENSG00000272610.1 ENSG00000248503.2 ENSG00000122861.15 ENSG00000245904.3 ENSG00000133111.3 ENSG00000093009.9 ENSG00000100884.9 ENSG00000256377.5 ENSG00000240457.3 ENSG00000138131.3 ENSG00000104237.7 ENSG00000188517.14 ENSG00000266378.1 ENSG00000250616.2 ENSG00000232909.1 ENSG00000154654.14 ENSG00000224846.2 ENSG00000184564.8 ENSG00000145335.15 ENSG00000149090.11 ENSG00000153234.13 ENSG00000182916.7 ENSG00000163590.13 ENSG00000161055.3 ENSG00000275494.1 ENSG00000146453.12 ENSG00000175691.8 ENSG00000171517.5 ENSG00000130222.10 ENSG00000261040.6 ENSG00000180139.11 ENSG00000125245.12 ENSG00000258498.8 ENSG00000183317.16 ENSG00000144283.21 ENSG00000272523.1 ENSG00000066279.17 ENSG00000179967.11 ENSG00000272573.5 ENSG00000278546.1 ENSG00000196562.14 ENSG00000015133.18 ENSG00000270028.1 ENSG00000158234.12 ENSG00000134986.13 ENSG00000267632.1 ENSG00000104147.8 ENSG00000260136.5 ENSG00000182771.18 ENSG00000260804.3 ENSG00000181634.7 ENSG00000131747.14 ENSG00000138778.11 ENSG00000275759.1 ENSG00000269374.1 ENSG00000161642.17 ENSG00000165507.8 ENSG00000154864.11 ENSG00000205502.3 ENSG00000108700.4 ENSG00000225177.5 ENSG00000213793.5 ENSG00000163701.18 ENSG00000272449.1 ENSG00000265972.5 ENSG00000043591.5 ENSG00000198805.11 ENSG00000184113.9 ENSG00000245482.2 ENSG00000134775.15 ENSG00000279463.1 ENSG00000171425.9 ENSG00000141682.11 ENSG00000174145.7 ENSG00000083828.15 ENSG00000075399.13 ENSG00000237700.2 ENSG00000168070.11 ENSG00000204160.11 ENSG00000125538.11 ENSG00000267368.1 ENSG00000197487.8 ENSG00000236498.1 ENSG00000172469.15 ENSG00000234584.1 ENSG00000149968.11 ENSG00000177051.5 ENSG00000189050.15 ENSG00000277782.1 ENSG00000273338.1 ENSG00000173110.7 ENSG00000158292.6 ENSG00000134323.11 ENSG00000177606.6 ENSG00000160226.15 ENSG00000240093.1 ENSG00000137265.14 ENSG00000179295.17 ENSG00000140511.11 ENSG00000215859.8 ENSG00000248590.2 ENSG00000124469.11 ENSG00000268873.1 ENSG00000108691.9 ENSG00000148948.7 ENSG00000128342.4 ENSG00000204498.10 ENSG00000266964.5 ENSG00000251596.1 ENSG00000242220.6 ENSG00000131355.14 ENSG00000214226.8 ENSG00000117724.12 ENSG00000214039.8 ENSG00000203709.11 ENSG00000103241.6 ENSG00000254622.1 ENSG00000267270.5 ENSG00000279932.1 ENSG00000278462.1 ENSG00000160888.6 ENSG00000188162.10 ENSG00000150510.16 ENSG00000054967.12 ENSG00000105516.10 ENSG00000165949.12 ENSG00000254206.5 ENSG00000106211.8 ENSG00000200336.1 ENSG00000164236.11 ENSG00000161800.12 ENSG00000231948.2 ENSG00000196843.15 ENSG00000278071.1 ENSG00000283436.1 ENSG00000012223.12 ENSG00000174891.12 ENSG00000250786.1 ENSG00000163959.9 ENSG00000226276.1 ENSG00000158552.12 ENSG00000104921.14 ENSG00000198826.10 ENSG00000011478.11 ENSG00000088826.17 ENSG00000236194.3 ENSG00000276070.4 ENSG00000272384.1 ENSG00000146556.14 ENSG00000250673.2 ENSG00000105374.9 ENSG00000236478.2 ENSG00000257252.5 ENSG00000096060.14 ENSG00000232656.7 ENSG00000274386.5
GTEX-13FLV-0326-SM-5N9DJ 0.3165 2.752 1.952 0.5669 11.68 0.6992 4.021 235.2 1.874 0 0.01417 35.57 3.759 2.186 0.4999 0.5077 1.222 7.246 0.9079 0.09648 0.2117 5.999 1.659 9.012 281.5 14.09 0.5599 20.79 1.449 0.5707 0.5882 0.02994 2.247 0.2424 1.005 401.6 13.76 2.077 0.3337 0.09652 42.27 0.6147 7.667 1.333 0.9447 0.3952 1.769 9.729 0.2487 1.419 31.15 0.02555 4.545 0.4418 0.2008 0.03561 0.04002 4.681 0.05695 14.31 0.1338 1.21 0.4183 5.563 0.2159 2.537 0.1462 0.2474 0.04564 0.518 1.19 0.02848 0.5301 0.6934 0.6995 0.3277 0.3421 0 0.6405 0.2382 6.592 39.17 1.633 1.152 5.017 7.863 0.2865 1.252 0.009519 202.4 0.7227 1.524 0.9103 5.117 0.0256 6.667 2.862 0.09139 3.259 23.76 0.7249 20.61 2.708 1.651 3.861 5.408 0.4815 0.3742 2.25 0.1462 0.3 0.1261 0.1032 0.02032 0.4859 1.325 2.589 62.53 1.599 7.123 0.214 5.569 0.7618 6.995 2.303 96.82 0.02364 35.88 8.375 0.08899 0.4946 0.7904 6.484 1.534 0.0952 2.82 16.67 0 0.2067 10.81 3.464 10.45 0.03596 0.704 6.548 4.641 0.03346 5.892 8.23 1.821 6.858 45.01 4.416 1.102 404.4 10.15 0.1469 1.004 11.09 1.441 0.09169 0.107 0.2512 0 54.81 0.3652 18.74 12.02 293.1 0.2436 2.217 0.1486 1.893 0.1154 0.296 0.3838 3.731 0.09995 8.628 0.2451 0.7607 102.1 0.003262 0.551 2.999 17.24 52.09 0.8972 647.6 0 0.1577 0.8131 5.059 41.63 2.235 0.01738 3.483 1.777 4.633 31.4 3.826 20.64 0.5162 0.2317 7.026 1.866 0.2818 0.4708 0.6625 5.497 2.104 24.29 0 0.07798 11.37 21.99 0.113
GTEX-13FTW-1126-SM-5J2NV 0.1081 1.684 2.005 0.02592 2.132 0.1505 0.1463 45.35 0.2606 1.889 0 2.011 0.1707 0.2401 0.2155 0.4209 0.4063 11.32 28.32 0.09066 0.1044 23.7 15.68 9.77 6.992 0.6714 8.203 0.2279 0 0.2068 0.1206 0.395 0.09328 0.04362 0.3034 14.35 16.28 0 0.5644 0.02881 1.656 0.1733 4.058 0.07121 0.3364 1.411 0.2992 1.52 0.19 6.573 6.088 0.01441 1.588 0.1489 0.02265 0.06024 0.08462 1.568 0.1256 5.142 0.03621 0.218 0.122 1.332 0.03534 1.373 5.774 0.09098 0.1158 0 10.34 0 0.1918 0.2132 0.4014 0.4263 0.02723 0 0.1057 0.08521 2.094 25.71 0.8724 1.37 1.642 5.822 0.04038 1.346 0.0161 69.15 0.2716 0.385 0.08969 1.122 0.02886 12.6 1.505 0.6183 0.8332 9.707 0.6453 20.79 0.8159 0.5494 5.408 0.7501 1.062 2.569 1.706 0.04036 2.854 0.01808 2.886 0.1594 0.29 5.501 3.382 180.8 2.784 0.7045 0.1131 3.124 0.8764 1.756 2.405 47.08 0.07998 27.69 6.255 0.05644 0.3617 0 4.743 0.1902 0.006852 1.535 16.86 1.127 0.233 4.785 0.922 4.229 0.1824 0.1624 12.29 0.157 0.05659 8.165 10.43 1.173 0.6823 1.84 17.24 0.03288 57 7.955 0.1491 1.04 38 0.3617 0.141 0.5538 0 0.5253 37.42 0.1544 2.774 9.877 28.85 0.0999 1.81 0.02011 0.7199 0.4099 0.02601 0.9422 1.663 0 0.261 0.08291 0 48.19 0.05241 0.3234 1.002 2.795 14.08 0.7523 138.3 0.4257 0.2159 2.49 10.55 12.99 2.202 0.1176 0.4254 4.368 2.207 23.25 0.07525 19.86 0.04366 0.9843 5.487 3.505 0.03813 0.3267 0.3976 1.999 0.4038 2.623 0.02508 0.09892 42 0.7625 0.04614
GTEX-13N11-0926-SM-5IJG2 0.0791 0.8753 0.2551 0.03555 0.8092 2.831 0.6018 35.7 0.2967 0.2052 0 0.7725 0.8485 0.2195 0.6089 1.293 0.7626 9.345 13.46 0.5637 0.341 8.809 5.076 17.5 14.83 0.5893 6.354 6.806 0.2547 0.5421 0.1241 0.3427 0.4478 0.3271 0.4439 23.74 16.53 1.413 0.6748 0 3.617 0.4436 8.845 0.9008 0.2087 3.667 0.7295 1.991 0.397 7.578 6.043 0.03622 2.659 0.8193 0.08282 0.05508 0.06705 0.5876 0.06127 3.887 0.09932 0.2215 0.3346 1.218 0.1867 3.144 8.851 0.3244 0.03529 0 3.642 0.001915 0.4323 0.2925 0.8113 0.1169 0.04046 0.1047 0.09663 0.1417 2.578 0.9664 0.7976 1.879 0.3003 11.43 22.47 2.279 0.5668 53.34 0.04139 0.2347 0.123 2.428 0.04618 10.92 1.794 1.844 2.051 11.77 0.767 36.33 1.399 0.9209 4.047 0.7943 0.8903 2.656 1.44 0.3137 1.052 0.03306 9.034 0.9057 1.061 1.304 4.93 26.04 1.374 0.5946 0.3309 5.626 0.7774 1.712 1.78 87 0.2285 30.87 8.275 0.3096 0.1964 0 12.22 0.2733 0 2.7 24.9 0.3951 0.1302 7.772 1.42 24.33 0.0556 0.4454 10.23 0.7656 0.05174 7.871 10.93 1.006 0.1248 3.322 12.69 0.1203 31.94 13.42 0.1363 0.2432 22.95 0.874 0.5414 0.3311 0.1636 0.09605 8.614 0.1607 2.219 14.75 12.68 0.06851 2.128 0.02758 0.6809 1.488 0.01189 0.3353 1.58 0 0.466 0.07581 0 16.82 0.005044 0.393 2.125 3.345 17.25 2.01 266.7 0 0.06677 5.959 15.56 18.98 4.934 0.1478 0.9954 4.243 2.085 23.21 0.1376 25.78 0.2927 2.292 9.675 3.399 0.122 0.896 0.4958 7.077 0.3116 8.061 0.1376 0.211 37.61 1.962 0.09643
GTEX-13O1R-2026-SM-5KM3N 0.1436 1.918 0.5726 1.334 4.141 0.357 5.262 173 0.212 0.1656 0 3.89 10.28 0.7441 0.1735 0.5591 1.602 12.21 1.983 1.847 0.3303 9.867 1.805 16.76 61.43 1.992 1.865 2.06 0.8633 0.1297 0.1335 0 0.8777 0.2801 0.8061 190.9 1.089 0.4666 0 0.06378 33.81 0.4603 10.07 0.6569 8.698 0.9044 0.6072 5.072 3.41 1.295 124.6 0.007974 3.236 0.5577 0.1755 0 0.1374 5.592 1.15 9.411 0.07014 0.5497 0.4186 7.202 0.1825 1.794 0.9854 0.1511 0.1709 0 5.167 0 0.1037 2.198 0.6314 0.2832 0.06028 0 0.01462 0.4202 1.289 1.831 0.3487 0.6443 0.3636 5.321 0.3725 3.446 0.1248 123.7 0.05011 0.1894 0.2151 6.474 0.0639 8.304 8.545 0.3625 5.96 21.77 4.214 16.17 1.918 0.4054 6.349 1.453 0.6467 0.6595 2.712 0.6311 0.5316 0.1401 0.9128 0.1245 1.605 4.51 9.495 26.97 0.3256 1.32 3.981 8.395 0.5068 5.82 3.233 28.69 0.2324 263.2 1.878 0.02083 0.8635 0.07047 15.23 1.474 0.06068 4.516 44.49 0.0416 0.172 23.6 10.99 19.08 0.1346 0.7189 2.386 1.101 100.7 9.665 8.16 4.302 1.511 29.39 0.6265 0.364 60.12 6.538 0.22 0.5674 17.09 3.699 0.1717 0.1533 0.04951 0.1744 98.33 0.07074 62.22 13.99 86.51 0.2488 1.622 0.02226 2.789 0.316 0 0.371 0.9339 0.1069 0.6398 0.2295 0.2374 49.7 0.01832 1.851 10.72 1.897 21.36 1.019 1876 0 0.1441 1.077 3.894 57.21 5.486 0.1301 3.081 1.845 1.99 10.25 0.0833 23.72 0.2899 0.6658 11.36 91.98 0.211 5.876 0.5602 5.156 1.034 10.47 0 0.2555 15.59 2.344 0.1678
GTEX-13PVR-0126-SM-5S2PY 0.05727 0.7285 0.4515 0.7321 0.8522 0.1898 0.2582 34.28 1.38 0.2641 0 1.432 0.6779 0.4238 1.539 0.3567 0.1007 16.17 0.3514 0.1921 0.158 22.42 2.478 7.976 7.85 0.7823 1.131 0.1341 0.1967 0.02434 0.05323 0.4291 0.6176 0 0 16.65 13.36 0.7441 0.7664 0 2.599 0.3059 2.881 0.08382 0.1273 0.2623 0.3521 0.6607 0.2156 22.47 2.405 0.03815 3.118 0.05559 0 0 0.2988 0.7942 0.07393 3.268 0.1918 0.1283 0.2584 0.3218 0.1386 1.245 0.131 0.1124 2.044 0 0.489 0 0.126 0.1412 0.4476 2.484 0.02403 0.4044 0.02332 0.2051 1.041 3.909 0.2567 3.426 16.82 6.318 0.1901 1.364 0 66.62 0 0.3776 0.1056 1.833 0.3312 8.702 1.039 0.07863 1.132 9.378 0.5696 13.07 1.756 0.4849 4.265 0.7837 1.875 1.052 0.8495 0.08907 2.815 0.01277 0 0.02207 1.365 1.439 2.899 96.04 1.528 0.4146 0 3.158 0.3579 0.7749 1.972 147.8 0.4942 26.94 2.526 0 0.1297 0 4.13 0.3838 0.02419 2.435 15.64 0.3317 0.1143 6.271 0.8353 5.516 0 0.09555 14.57 0.3696 0 6.126 14.1 1.812 0 1.274 20.97 1.587 26.17 8.893 0.08772 0.4695 38.74 0.3041 0.2738 0.282 0.01974 4.08 10.36 0.07521 1.415 8.238 58.83 0 0.8878 0 1.753 0.03446 0.06888 1.072 0.8736 0 0.4718 0 0 23.23 0.02435 0.278 0.839 2.297 5.914 0.3435 60.92 2.255 0.1345 0.6724 50.02 11.84 1.75 0.1038 0.28 2.396 1.961 9.311 0.1329 15.09 0.07707 0.4264 7.499 1.316 0 0.2163 0.3829 2.721 0.713 3.985 0.08857 0.05821 76.35 1.396 0.03491
GTEX-13SLX-1226-SM-5S2Q6 0.8045 3.608 2.925 0 41.9 21.96 5.776 296.1 7.631 0.5153 0.01257 39.79 11.36 3.175 0.1199 1.175 2.121 6.996 1.489 0.2664 0.2192 7.552 0.8719 15.73 231 18.84 3.76 51.13 0.9209 0.4306 0.1385 0 1.585 0.4808 1.561 298.8 10.66 7.226 0 0.03528 29.07 1.337 11.07 2.66 0.2207 0.955 1.465 5.937 0.0997 1.758 5.874 0.02646 3.08 0.8834 0.1248 0 0.1036 2.314 0.03462 12.22 0.06651 2.759 0.7843 1.932 0.1947 3.272 0.704 0.2005 0.1418 0.3576 4.1 0.04231 0.3933 1.64 0.6209 0.4699 0.04376 0 0.8493 0.3842 6.054 30.32 1.869 1.149 1.609 13.34 0.0989 2.472 0 171.8 0.499 2.75 2.114 0.8816 0.04639 9.146 4.085 0.5245 4.945 12.78 2.963 27.77 3.233 1.093 2.433 3.241 0.4878 1.778 2.571 0.06487 0.4826 0.1992 0.4544 0.1148 2.664 1.497 5.356 98.45 1.539 1.725 0.4155 14.94 0.889 6.97 3.998 95.97 0.5509 27.75 3.27 0 0.5191 2.456 11.27 0.4992 0 3.319 27.11 0.5177 0.5707 14.56 1.515 16.32 0.1117 1.491 6.858 3.268 0 9.04 10.19 0.5387 1.253 17.99 3.696 1.289 367.5 16.46 0 0.835 14.55 1.598 0.07769 0.3326 0.04107 0 40.5 0.4304 5.675 19.21 256.7 0.5046 4.724 0.1662 2.348 0.1837 0 0.3352 4.47 0.5323 14.02 1.98 0.5909 108.2 0 0.3596 1.27 11 2529 1.275 636.8 0 0.2449 1.295 2.096 25.16 16.86 0.08097 1.232 2.88 4.189 152.5 3.179 30.43 0.6415 0.4018 13.4 1.28 0.1751 23.25 1.195 5.538 0.1391 25.83 0 0.3028 4.658 14.37 0.1574
GTEX-144GM-1326-SM-5LU5E 0.1581 2.272 6.167 0.1105 2.156 1.152 1.425 57.1 0.02592 0 0 0.6175 0.1689 0.8188 0.3579 1.128 0.5731 6.442 1.212 0.8172 0.1454 8.057 4.248 12.58 4.961 0.9487 0.4241 0.1388 0.475 0.08398 0.03673 0 0.2841 0.08502 0 9.976 8.463 0 0.1058 0.005849 5.716 0.04221 5.569 0.2602 0.7903 0.1809 0.243 1.52 13.97 9.046 2.251 0.02632 2.368 0.2441 0.04138 0 0.05497 0.9394 0.007652 3.675 0.07718 0.5901 0.1486 1.281 0.4735 1.386 0.4217 0 0.141 0 4.495 0.002551 0.3151 0.487 0.3603 0.05193 0.03317 0 0 0.8492 1.243 11.39 0.02952 2.565 0.2667 1.822 2.279 1.269 0 296.8 0.1103 0.5341 0.2003 14.97 0.008789 6.144 1.673 0.05106 1.249 22.42 0 8.254 0.8125 0.4461 3.379 0.8903 1.229 0.3175 2.611 0.02458 0.3421 0.04404 0.2482 0.05709 1.06 1.737 4.645 97.02 0.3892 6.249 0.7714 6.449 0.231 0.2376 1.43 16.82 0.03653 42.46 4.397 0.04583 0.5164 0 5.725 0.1821 0.008346 0.9466 24.93 0.04577 0.1262 9.056 2.616 3.547 0.1482 0.4615 5.352 0.7012 0.1379 4.778 11.54 0.8931 3.158 1.421 1.004 0.1602 47.4 10.18 0.3026 14.2 20.98 6.283 0.08587 0.1297 0.2588 1.024 61.46 0.05189 32.52 12.31 56.46 0 0.4551 0.02449 0.7862 0.05647 0 0.4937 0.9486 0 0.09842 0 0 32.73 0.00672 0.4303 3.084 0.2354 10.98 0.7505 80.03 0 7.708 0.9794 0.6948 15.88 1.431 0 2.924 1.887 1.033 14.69 0 19.48 0.1241 0.333 7.423 19.01 0.1161 0.3482 0.3963 1.815 0.06149 6.837 0.06111 0.08033 7.165 1.961 0.07226
GTEX-145MO-2326-SM-5NQ9K 0.1784 1.355 10.09 0 10.56 0.1103 4.343 71.33 0.0624 0.08227 0 4.138 0.2346 0.352 0.2178 0.395 1.897 7.684 0.2085 0.03988 0.07656 8.194 4.146 6.673 86.54 3.357 0.3267 6.265 0.1634 0.1567 0.08842 0.9653 0.2052 0.01279 0 151.6 3.049 1.339 0.191 0 2.428 0.07622 3.805 0.7832 0.1409 0.599 1.206 1.197 0.2586 18.47 4.811 0 1.904 0.1259 0.03321 0 0.02482 0.6596 0.1382 6.585 0.1327 0.4972 0.2147 0.586 0.06045 0.9975 0.0997 0.02668 0.0283 0.3568 0.7705 0.003071 0.4579 0.6449 0.3563 0.2813 0.1073 0.5039 0.1308 0.3578 2.195 14.37 0.9594 1.529 1.967 4.307 0.1382 1.03 0.02361 123.4 0.03319 1.145 0.1534 3.638 0 6.989 2.062 0.02305 2.537 12.82 1.892 7.337 0.9301 0.6042 3.131 0.7295 0.1687 0.4641 1.764 0.04809 0.2059 0.01855 0.09958 0.01833 0.4962 6.871 1.125 102.2 0.5166 0.3708 0 3.672 0.9062 0.472 1.197 43.51 0.08795 10.79 2.037 0.05517 0.2901 0.14 4.815 0.1594 0 1.702 10.12 0.02755 0.06644 6.478 0.2668 12.9 0.04459 0.119 5.717 0.4604 0 6.353 4.529 0.3763 1.701 3.281 5.865 0.07233 132.7 5.451 0.1822 0.9573 14.52 0.3662 0.08269 0.1874 0.06558 2.734 3.856 0.1757 0.5761 12.14 85.67 0.06409 0.7479 0.03685 2.675 0.05009 0 0.2791 1.969 0.1062 0.5377 0.4255 0.3931 45.05 0.04854 0.0936 0.3547 1.662 2.485 1.388 138.3 0 0.1769 0.3568 15.37 12.77 6.028 0.06464 0.4546 1.831 1.522 9.082 0.4414 14.93 0.1067 0.2272 5.348 0.8234 0.04193 0.2545 0.424 4.309 0.1851 1.543 0 0.02417 18.93 1.76 0.009665
GTEX-146FH-1526-SM-5NQBU 0.23 0.9363 0.4122 0.04594 1.141 0.3049 1.469 61.22 0.1697 8.841 0 0.7388 0.7815 0.6242 0.05401 0.5571 0.4886 21.23 4.638 0.2679 0.1234 12.49 86.56 16.02 55.54 1.127 0.8229 1.032 0.1317 0.1792 0.1069 0.02394 0.3307 0.3403 0.2869 94.85 4.543 0 0.0513 0.03972 3.262 0.04096 2.71 0.2805 0.5253 3.248 0.4714 0.898 0.3688 1.079 7.489 0.02554 2.964 0.4297 0.09367 0 0.06667 0.4253 0.06434 1.702 0.1177 0.2004 0.07209 1.309 0.05104 1.593 0.3507 0.1075 0.4105 0 15.44 0 0.1371 0.09451 0.774 0.8061 0.08045 0.2707 0.1093 0.2563 3.1 0.8497 0.4009 3.989 2.394 3.409 0.5886 1.867 0.2664 54.08 0.1605 0.4803 0.5653 1.356 0.03411 17.98 2.938 0.06811 1.136 6.988 0.3813 32.75 1.858 0.4328 5.194 1.47 1.799 0.484 2.378 3.882 0.6103 0.07691 0.2809 0.07755 0.3999 3.371 3.647 48 3.733 0.7898 0.1604 5.665 1.391 1.395 3.147 140.1 0.07089 23.3 4.551 0.1334 0.3808 0.2257 7.203 0.1766 0 3.364 21.06 6.484 0.1377 10.59 1.09 17.31 0.07187 0.5117 8.968 0.6803 0.03344 8.279 15.95 1.3 1.774 3.028 1.131 0.01295 28.68 5.502 0 3.56 36.24 0.458 0.15 0.2517 0 5.711 3.996 0.1888 1.266 14.45 61.49 0.04427 0.5094 0.05941 2.288 0.09515 0 0.5847 1.515 0.05708 1.476 0.343 0 19.2 0.0489 0.2062 1.338 2.664 5.51 1.065 347.1 9.559 0.03002 1.592 4.607 18.08 4.121 0.1563 0.9202 3.661 4.578 12.6 0.7115 24.2 0.4815 0.3554 7.934 3.307 0.2929 0.04826 0.9399 5.885 0.08949 5.227 0.05929 0 14 2.536 0.0779
GTEX-148VI-0626-SM-5TDDH 0.2888 0.8998 0.1164 0.1153 1.208 0.1675 1.709 33.86 0.1598 0.2497 0.02285 1.372 0.5222 0.374 0.9697 19.8 0.8804 10.35 0.9175 0.1816 0.2821 13.7 2.135 10.5 7.54 1.27 4.184 0.1268 0.4958 0.09972 0.8889 0.07888 0.07784 0.2427 0.06752 8.703 9.919 0 0 0.1816 4.197 0.5398 4.58 0.4754 0.7753 0.08264 0.5548 1.779 0.3623 7.149 5.363 0 3.071 0.3918 0.1386 0.134 0.4142 0.4862 0.1025 9.001 0.06042 0.4177 0.1357 1.872 0.05242 2.972 2.71 0.04049 0.04294 0 0.7523 0.00233 0.3573 0.2966 0.8462 0.5218 0.1098 0.5098 0.3381 0.3275 5.425 0.7519 1.348 1.466 2.741 14.32 0.02995 1.302 0.05374 68.19 1.763 0.2261 0.3659 2.96 0.02408 7.019 4.149 0.4168 1.569 10.2 1.005 5.166 1.276 0.8659 4.283 5.888 0.197 1.698 2.385 0.6399 0.4435 0.04827 1.155 0.1842 1.291 0.4533 5.001 85.37 0.6379 0.7838 0.2265 2.414 0.4802 2.746 3.09 107.9 0.08898 38.8 13.24 0.08373 0.5282 0.2833 7.259 0.2117 0.01525 2.281 22.28 0.04181 0.1873 7.653 0.5804 10 0 0.3011 5.61 0.6405 0.787 5.874 8.358 1.224 1.063 0.5353 1.081 0.03659 14.25 13.55 0 1.264 20.32 1.044 0.2823 0.2014 0.02488 1.461 12.52 0.391 0.84 11.66 90.45 0.05557 0.6394 0.1007 1.201 0.2063 0.01447 0.1718 1.39 0.2418 0.3596 0 0 22.03 0.05524 0.4072 0.8748 5.776 26.85 1.01 105.5 0 0.2049 1.13 2.116 11.11 7.555 0.06539 0.2567 2.702 2.895 15.18 0.08373 29.63 0.1133 0.8822 7.961 4.556 0.1485 0.7496 0.2011 3.618 1.236 11.23 0 0.1467 9.856 1.131 0.2053
GTEX-1497J-0726-SM-5Q5D1 0.4205 3.708 0.9598 0.5723 1.777 2.663 1.615 62.48 0.6077 1.149 0 1.736 6.114 0.5071 0.09402 0.6628 0.5817 7.933 6.211 1.575 0.4153 7.611 5.528 18.02 56.89 0.838 2.794 1.823 0.107 0.2118 0.55 1.517 0.04478 0.2429 0.3496 92.37 3.905 0.2698 0.8753 0.05532 8.127 0.09982 5.11 0.4102 0.9574 0.2139 1.628 1.503 2.28 4.685 21.4 0.03112 2.379 0.437 0.1739 0.05783 0.07582 1.135 0.05227 2.304 0.113 0.1628 0.2811 5.237 0.05278 1.556 1.175 0.1747 0.1112 0 4.208 0.00201 0.6167 0.4095 0.7302 0.3684 0.02614 0 0.2663 0.29 6.089 1.684 1.954 1.034 5.624 9.435 0.8141 1.921 0.01546 32.54 0 1.17 0.1005 3.366 0.03117 8.1 3.894 0.1258 3.384 16.12 2.168 13.58 3.537 2.373 5.402 1.595 0.5779 0.5005 2.268 0.04844 0.4523 0.1388 0.8615 0.132 0.7426 1.76 5.668 36.27 0.8836 0.763 0.08686 12.71 1.149 3.802 3.959 157.4 0.7198 17.38 13.64 0.09031 0.5861 0 11.5 0.1826 0.006578 3.208 35.86 0.3247 0.02486 11.72 1.735 16.61 0.4087 0.2078 9.481 1.457 0.2173 6.318 13.34 0.5631 1.048 17.49 13.76 0.1894 65.97 9.606 0.1431 0.4828 15.19 0.215 4.02 0.1943 0 0 14.01 0.1892 5.23 21.5 75.46 0.03597 1.711 0.222 1.764 0.2296 0 0.2965 5.093 0 1.498 0.0796 0.2059 27.33 0.03708 0.5924 2.679 1.633 21.25 0.9402 117.6 3.678 0.1524 1.341 109.8 24.49 4.899 0.1411 0.4845 2.296 3.06 56.89 0.5058 27.36 0.3912 0.77 5.96 12.18 0.09152 2.254 2.672 6.439 0.9451 4.481 0.09633 0 34.38 1.193 0.05696
GTEX-14AS3-0126-SM-5Q5F4 0.2294 2.756 1.551 0.05321 0.6607 2.472 1.001 37.4 2.679 0 0.009369 1.226 5.138 0.5914 3.007 0.8526 0.4293 10.53 3.911 0.09926 0.1021 10.69 0.5649 13.16 19.15 1.397 0.7815 0.7797 0 0.5756 0.392 0.09703 2.553 0.5373 0 54.49 49.97 0 0 0.05257 3.652 0.6166 5.211 0.7635 0.3124 0.4066 0.273 1.366 0.6871 22.82 5.739 0.02958 4.895 0.6543 0.1395 0.04122 0.1544 0.475 0.08024 8.07 0.8424 0.2155 0.2004 1.113 0.06986 1.947 0.1015 3.648 0.2113 0 0.9589 0.008598 0.7265 1.167 0.7229 0.8752 0.1211 0.3135 0.2531 0.4347 3.445 2.106 1.393 2.308 1.498 6.14 0.1658 1.906 0.05509 43.76 0.06196 0.6586 0.3273 11.51 0.02962 12.23 2.059 0.337 1.228 17.31 0.5299 17.98 2.07 3.195 1.536 4.468 0.4361 0.3058 3.712 0.1657 0.9672 0.06927 0.5045 0.07698 3.639 1.394 5.771 49.33 2.282 0.2967 0.1857 9.204 0.358 5.14 2.822 67.55 0.2052 63.61 3.859 0 0.3326 0.4357 9.928 0.4835 0.07502 3.656 26.42 0 0.2481 13.83 0.6143 13.18 0.1665 0.8148 7.977 1.576 0.1162 10.54 11.88 1.104 2.241 2.684 3.921 0 14.14 9.652 0.136 0.225 20.19 0.33 0.2701 0.3207 0.2601 0 3.164 0.2478 0.2425 18.04 189.2 0.03418 3.205 0.3165 1.376 0.2037 0.4361 0.5523 2.642 0.1322 1.446 0.1135 0 31.95 0.00755 0.4252 0.7686 13.24 29.14 1.456 243.1 0 0.2042 1.293 1.366 19.12 5.375 0 1.5 2.731 3.681 27.43 1.236 33.89 0.7369 0.6611 8.115 1.497 0.287 0.6427 0.7916 5.749 0.57 9.727 0 0.09025 6.203 3.478 0.1804
