"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000154654.14",39.1946680681348,1.51440743457901,0.379751300179247,3.98789269151728,6.66628025111189e-05,0.020730400079594
"ENSG00000224846.2",2.94663179026986,2.92147266673466,0.734456473252552,3.97773424720034,6.95750688179488e-05,0.0210919071249394
"ENSG00000184564.8",36.6645804205337,1.61805720874391,0.40699102122087,3.97565824398323,7.0184855909303e-05,0.0210919071249394
"ENSG00000145335.15",51.2900581437324,1.16974594017778,0.294318780673981,3.9744182736117,7.05514822042883e-05,0.0210919071249394
"ENSG00000149090.11",389.063519285012,0.838978416098683,0.211276298010552,3.97100112032814,7.15712426897823e-05,0.0210919071249394
"ENSG00000153234.13",1192.05307680769,1.95096242160005,0.491688691543057,3.96788141593695,7.25143984552258e-05,0.0210919071249394
"ENSG00000182916.7",34.4346418534507,1.14683114446269,0.289170815450145,3.96592976603619,7.31103901177688e-05,0.0210919071249394
"ENSG00000163590.13",737.029238595688,-0.683298349204081,0.172677101553673,-3.95708720528699,7.58692391289423e-05,0.0212583824862382
"ENSG00000161055.3",25.0228706955452,1.30694943163343,0.330392053742351,3.95575322357064,7.62938860615015e-05,0.0212583824862382
"ENSG00000275494.1",92.0723098925156,0.920304876926842,0.232854647042383,3.95227189414576,7.74127097979027e-05,0.0212583824862382
"ENSG00000146453.12",62.4994001183988,2.38980849159364,0.604888326230075,3.95082594251398,7.78819518439726e-05,0.0212583824862382
"ENSG00000175691.8",126.340665332886,0.494828922273367,0.125270740462345,3.95007581536652,7.81264422129447e-05,0.0212583824862382
"ENSG00000171517.5",28.0489851312848,3.79549330316945,0.963790691705089,3.93808877366791,8.21332093073129e-05,0.0220975246838608
"ENSG00000130222.10",5853.69235217933,1.41947139825829,0.362355094838334,3.91734908237345,8.95280592256573e-05,0.0238194375350929
"ENSG00000261040.6",4.68739126249908,1.64757195059284,0.421993438777364,3.90425963817429,9.45142722886659e-05,0.0248697170324407
"ENSG00000180139.11",146.143053319519,1.80708400309521,0.463431988863011,3.89935102997255,9.6450857483982e-05,0.0251034324179777
"ENSG00000125245.12",21.7035199797247,1.2014761815999,0.308908624146596,3.88942259193685,0.000100483012438138,0.025712855879083
"ENSG00000258498.8",876.703918291527,1.56698009879098,0.402996572275349,3.88832115852424,0.00010094000637435,0.025712855879083
"ENSG00000183317.16",10.0438719926032,-1.41665423450491,0.364969339869502,-3.88157053140805,0.00010378404184204,0.0257984965141496
"ENSG00000144283.21",2314.78794931885,-0.393068663625111,0.101289328484404,-3.88065228101136,0.000104176693033181,0.0257984965141496
"ENSG00000272523.1",36.6468374305213,0.745798402881275,0.192222075546213,3.87987904491217,0.000104508421878159,0.0257984965141496
"ENSG00000066279.17",227.064677643312,-1.8341513897869,0.473277126302277,-3.87542792130513,0.000106437483746594,0.0258495416103993
"ENSG00000179967.11",24.791132499534,1.22349374363808,0.315786720516075,3.87443063355731,0.000106874279366445,0.0258495416103993
"ENSG00000272573.5",460.214556507758,0.80313465093871,0.207452763326097,3.87140975160816,0.000108207720161272,0.0259103385926166
"ENSG00000278546.1",15.8449855291443,1.33737880030136,0.345867059899797,3.86674232778577,0.000110298859763545,0.0261495663073079
"ENSG00000196562.14",2847.47380597758,-0.684856255914357,0.177301690472018,-3.86266061023508,0.000112158778406197,0.0261527098246749
"ENSG00000015133.18",601.368086086946,0.732001847312855,0.189543195564261,3.8619262756108,0.000112496517516873,0.0261527098246749
"ENSG00000270028.1",17.9465048723412,0.942437412207317,0.244863472082661,3.84882810078413,0.000118684253658221,0.0272185232044995
"ENSG00000158234.12",217.654446645197,-0.674453405841235,0.175376540280885,-3.8457447316558,0.000120186837040155,0.0272185232044995
"ENSG00000134986.13",575.806092011914,1.07434406120228,0.279404236348664,3.84512445209177,0.000120491269980244,0.0272185232044995
"ENSG00000267632.1",38.8050423934865,-0.751749145435192,0.195674152456324,-3.84184183755689,0.000122114517828374,0.0273274030785085
"ENSG00000104147.8",30.7598370047281,-1.29946342519418,0.338741711585222,-3.83614825323116,0.000124978981082647,0.0277094602039259
"ENSG00000260136.5",45.7770782101256,0.480322638358128,0.125419167038581,3.82973870501286,0.000128279396330753,0.0281802765609163
"ENSG00000182771.18",60.9887442134783,-1.63243179867115,0.426893525928339,-3.82397881326778,0.000131315203938539,0.0285849323482575
"ENSG00000260804.3",99.3509113519584,-0.885219183068882,0.231743668364283,-3.81982036150988,0.000133548901549644,0.0288092652937497
"ENSG00000181634.7",30.1676647360253,1.61527111444237,0.423801037280419,3.81139018631892,0.000138187442313661,0.0295437348767911
"ENSG00000131747.14",456.26434386433,-2.11620733768323,0.557640890130782,-3.7949285555206,0.000147685977625766,0.0312950507455662
"ENSG00000138778.11",78.2837311784808,-1.69574573508934,0.447324322375468,-3.79086414546892,0.000150124056496196,0.031532636252644
"ENSG00000275759.1",19.6902378843536,1.09569917742733,0.289405161319982,3.78603882677774,0.000153067768382529,0.0318713714253883
"ENSG00000269374.1",12.148928084792,-0.990312697810405,0.261840279102499,-3.78212512301341,0.000155495162762412,0.0320976868305686
"ENSG00000161642.17",447.207415811182,0.604516187391818,0.160396202722356,3.768893384828,0.000163972902744466,0.0333767616418425
"ENSG00000165507.8",7574.93008201645,-1.34727303767761,0.357602764132131,-3.76751293001697,0.000164882003339497,0.0333767616418425
"ENSG00000154864.11",789.833447415901,-0.805301022408579,0.213833675870262,-3.76601589591142,0.000165873235973241,0.0333767616418425
"ENSG00000205502.3",101.227224879416,1.5734827172934,0.418523388546833,3.75960522243867,0.000170181689968588,0.033958338052482
"ENSG00000108700.4",7.94381397222879,1.73694837681236,0.462343729452061,3.75683342536272,0.000172076953239445,0.0340014005305885
"ENSG00000225177.5",248.433848926086,0.79061963220122,0.210542737098995,3.75515034664663,0.000173237455198655,0.0340014005305885
"ENSG00000213793.5",87.8664660108918,-0.735550091600012,0.196109366531253,-3.75071371964679,0.00017633193445226,0.034193847672353
"ENSG00000163701.18",310.583664416014,1.32774192625897,0.354096554125475,3.74966068093531,0.000177074007574516,0.034193847672353
"ENSG00000272449.1",64.763369276907,0.662457193516236,0.177050455961779,3.74162941246106,0.000182830987500889,0.0350231039656703
"ENSG00000265972.5",12137.5799584368,-1.0391758740301,0.278354528267843,-3.73328172707207,0.00018900098735095,0.0356476707043642
"ENSG00000043591.5",21.6613067424395,1.73782275568308,0.46550594649091,3.73319131320057,0.000189068873646032,0.0356476707043642
"ENSG00000198805.11",1996.33633245473,0.723649081713565,0.194175040255281,3.7267873397229,0.000193935955054277,0.0362796597169896
"ENSG00000184113.9",737.789268068183,0.949513806026367,0.255063454430988,3.72265720365391,0.000197137090035385,0.036592617216258
"ENSG00000245482.2",4.38317982027811,-1.28739119952166,0.346609875562395,-3.71423692828368,0.000203817771913693,0.0373335273072179
"ENSG00000134775.15",66.1419018913863,0.740813169347953,0.199544478391022,3.71252151561055,0.000205204610209314,0.0373335273072179
"ENSG00000279463.1",5.81784922874866,2.50483609574726,0.675350871531032,3.70894034691738,0.000208128450515477,0.0373335273072179
"ENSG00000171425.9",317.984637802698,0.45011021988501,0.12136252027094,3.70880745455968,0.000208237699614818,0.0373335273072179
"ENSG00000141682.11",32.5299636242953,1.23279762571143,0.332551108611202,3.70709221466688,0.000209652618849033,0.0373335273072179
"ENSG00000174145.7",10.3874292824079,1.91347380378104,0.516305257912892,3.70609009777675,0.000210483449007075,0.0373335273072179
"ENSG00000083828.15",198.870099687927,0.511115045264796,0.138463174192186,3.69134282993809,0.000223073223348351,0.0392756495079138
"ENSG00000075399.13",1620.23285172328,0.487383080211257,0.132217148529284,3.68623197242307,0.000227598906793102,0.0393061305623798
"ENSG00000237700.2",21.6004488393727,-2.58068710770776,0.700253222786808,-3.68536269984929,0.000228377174110551,0.0393061305623798
"ENSG00000168070.11",14.6275576854411,1.21850089611435,0.33074699385962,3.68408759183319,0.000229523309751612,0.0393061305623798
"ENSG00000204160.11",1634.84387713095,0.392439963140759,0.106561647295744,3.68275053079471,0.000230730928956703,0.0393061305623798
"ENSG00000125538.11",99.3700544632775,1.5564067018143,0.42271224807191,3.68195317006648,0.000231453932315538,0.0393061305623798
"ENSG00000267368.1",443.125683586165,0.777900998689754,0.211382695966154,3.68005997432406,0.000233179105389939,0.0393202371729724
"ENSG00000197487.8",7.21577985499379,-1.62301054810238,0.443731349781626,-3.65764228491205,0.000254545960010825,0.0426230979892252
"ENSG00000236498.1",8.43493349095877,1.23721997295642,0.338659974953695,3.65328076672061,0.000258910856378733,0.0427356546497348
"ENSG00000172469.15",1432.42184148884,-0.807932768995487,0.221196528091015,-3.65255628543613,0.000259642660764954,0.0427356546497348
"ENSG00000234584.1",22.353024632361,1.21559195696839,0.333051961871024,3.64985676751285,0.000262386577407398,0.0427356546497348
"ENSG00000149968.11",35.0927613398476,2.67987615652927,0.734479747947227,3.64867263395508,0.000263598744265909,0.0427356546497348
"ENSG00000177051.5",652.594053971768,0.374112827959982,0.102548818100286,3.64814373183828,0.000264141862107361,0.0427356546497348
"ENSG00000189050.15",897.975839412508,-0.530204633934129,0.145458417604461,-3.64505982304779,0.00026732960917252,0.0428212068839132
"ENSG00000277782.1",13.933428160898,0.977713986508583,0.268294761956862,3.64417843783989,0.00026824727636613,0.0428212068839132
"ENSG00000273338.1",11.4115823874349,1.7462249011414,0.480270428895577,3.63592009018126,0.000276990193834437,0.0430606675585186
"ENSG00000173110.7",461.316784057251,1.46634418420194,0.403311378195943,3.63576200294934,0.000277160133057639,0.0430606675585186
"ENSG00000158292.6",805.214416330374,-1.42838975401212,0.393068357300365,-3.63394744828215,0.000279117736983831,0.0430606675585186
"ENSG00000134323.11",44.3159422744345,2.03563980392163,0.560175165960375,3.63393439698757,0.000279131863984993,0.0430606675585186
"ENSG00000177606.6",15328.178533155,1.5424806024276,0.424848143273057,3.63066339549995,0.00028269367073398,0.0430606675585186
"ENSG00000160226.15",472.919511452517,0.538576424107066,0.14841490516238,3.62885670760504,0.000284679192716312,0.0430606675585186
"ENSG00000240093.1",2.68067171540389,1.94332922436435,0.535687484742548,3.62772937526872,0.000285924725591601,0.0430606675585186
"ENSG00000137265.14",345.696522369752,1.59456439194985,0.439570560082541,3.62755047028269,0.000286122857516953,0.0430606675585186
"ENSG00000179295.17",5154.81500367434,-0.621181070689585,0.171252750753388,-3.62727645516256,0.000286426570474706,0.0430606675585186
"ENSG00000140511.11",87.5670873156894,1.18360026036801,0.326590947810882,3.62410614348501,0.000289962514157411,0.0430606675585186
"ENSG00000215859.8",21.6452514370895,1.66559466146236,0.459740464630905,3.62290202755931,0.000291316184067806,0.0430606675585186
"ENSG00000248590.2",21.2194288592134,-0.783534167948509,0.216321360107426,-3.62208414166499,0.000292239026976476,0.0430606675585186
"ENSG00000124469.11",14.3907210759553,2.03955287987439,0.563574471922954,3.61895895127277,0.000295790547848439,0.0430606675585186
"ENSG00000268873.1",11.0751100438286,-2.64360215038237,0.730611796613602,-3.61834035890949,0.000296498302835995,0.0430606675585186
"ENSG00000108691.9",1232.93357511219,1.55896876954139,0.430875142486039,3.61814506296776,0.000296722077559222,0.0430606675585186
"ENSG00000148948.7",37.6247033258289,1.00849085071955,0.278938815000873,3.61545542063191,0.000299820068437164,0.0430897078140674
"ENSG00000128342.4",482.30784016442,2.08203536154032,0.576581527585803,3.61099907285962,0.000305019752563407,0.0430897078140674
"ENSG00000204498.10",585.444507922289,0.330328322331326,0.0915410145373976,3.60852808984738,0.000307939176989337,0.0430897078140674
"ENSG00000266964.5",3738.07710279449,1.03103367402436,0.2857249018306,3.60848378079289,0.000307991765382396,0.0430897078140674
"ENSG00000251596.1",11.1554701951437,2.18327318040792,0.605288115312849,3.60699826276858,0.000309759733516566,0.0430897078140674
"ENSG00000242220.6",121.205672264169,0.951682468146029,0.263919602239607,3.60595598079909,0.000311005858054655,0.0430897078140674
"ENSG00000131355.14",11.6011731333875,1.69716179825595,0.470935412356189,3.60381010585865,0.0003135862020372,0.0430897078140674
"ENSG00000214226.8",129.204248345959,0.759351413476235,0.210773600761082,3.60268748426888,0.000314944089656733,0.0430897078140674
"ENSG00000117724.12",177.054903111077,-1.61004099273985,0.44712986159122,-3.6008353076892,0.00031719646313174,0.0430897078140674
"ENSG00000214039.8",5.50045573229071,3.21010806816837,0.891756364283334,3.59975907853284,0.000318512148830892,0.0430897078140674
"ENSG00000203709.11",333.749644685058,-0.719945003766265,0.200052736355425,-3.5987760871572,0.000319718313835648,0.0430897078140674
"ENSG00000103241.6",259.827409697317,0.713280142865327,0.198234837101355,3.59815738391449,0.00032047967545694,0.0430897078140674
"ENSG00000254622.1",5.05106106096922,2.1320780804433,0.592800015227695,3.59662285032899,0.000322375367094813,0.0430897078140674
"ENSG00000267270.5",200.990729567245,1.29631925541579,0.360506018577955,3.59583249269797,0.000323355828266931,0.0430897078140674
"ENSG00000279932.1",11.1094809122611,2.03319081119212,0.56585743276488,3.59311496759455,0.000326748332883579,0.0430897078140674
"ENSG00000278462.1",2.26746783099341,2.70786867109748,0.753673103843026,3.59289545731417,0.000327023814194338,0.0430897078140674
"ENSG00000160888.6",2724.12837344933,0.828261317516585,0.230552575807771,3.59250515685918,0.00032751417089832,0.0430897078140674
"ENSG00000188162.10",6.51454498698738,-1.39863040752462,0.389595987628794,-3.58995074881836,0.000330740447012904,0.043162275136738
"ENSG00000150510.16",83.7193777237119,0.641426521416442,0.178711785842863,3.5891674317464,0.000331735737416942,0.043162275136738
"ENSG00000054967.12",169.773671848315,0.830290055713365,0.231420055879114,3.58780509562697,0.000333473414086303,0.043162275136738
"ENSG00000105516.10",482.602061480067,1.53350918012815,0.427718472383465,3.58532370973519,0.000336660356907682,0.0433404959470669
"ENSG00000165949.12",798.57847152274,0.961844469411708,0.268514438263435,3.5820959037892,0.000340848609944723,0.0434760025403758
"ENSG00000254206.5",170.075969237321,1.00760727989931,0.281319673616905,3.58171636894278,0.000341344267178561,0.0434760025403758
"ENSG00000106211.8",13908.2518845211,1.13694458747085,0.317666486928979,3.57905109368693,0.000344844050053002,0.0436893691985139
"ENSG00000200336.1",4.58448850428011,-3.58334952451849,1.00207155869565,-3.57594175128848,0.000348969353620044,0.0438394634054711
"ENSG00000164236.11",71.882218352354,1.24569415312305,0.348472615306892,3.57472610014419,0.000350594727982524,0.0438394634054711
"ENSG00000161800.12",275.740993742415,-1.06418261156761,0.297874811017164,-3.57258342165189,0.000353476826501793,0.0438394634054711
"ENSG00000231948.2",244.477241972816,-1.54144128107972,0.431540660772806,-3.57194911441091,0.000354334269260335,0.0438394634054711
"ENSG00000196843.15",1808.8445918415,0.557876002585744,0.156228738477369,3.57089232123934,0.000355767140819749,0.0438394634054711
"ENSG00000278071.1",101.468177684734,1.08570173489586,0.304120168858283,3.56997610178818,0.00035701379678709,0.0438394634054711
"ENSG00000283436.1",4.59285904316027,-1.85300542800431,0.519795731938962,-3.56487234147184,0.000364033328091718,0.0443822597210998
"ENSG00000012223.12",201.397359621141,1.38068100503031,0.387461500393946,3.56340179250461,0.000366079691443131,0.0443822597210998
"ENSG00000174891.12",369.332884414413,-0.357872658984917,0.100448525617715,-3.56274675794547,0.000366994672156097,0.0443822597210998
"ENSG00000250786.1",152.342463022735,0.705723726373627,0.198212664434957,3.56043711124831,0.000370237976071239,0.044549489130783
"ENSG00000163959.9",3632.3869648376,1.01479407237549,0.285393722468103,3.55576872399115,0.000376875506688548,0.0451214200382864
"ENSG00000226276.1",9.36572882890816,2.02508833480558,0.569743650634539,3.55438508625798,0.000378864035398393,0.0451338275005698
"ENSG00000158552.12",2065.03301103066,0.383022634634195,0.108011419505237,3.54613092197741,0.000390931932018013,0.0462045779922728
"ENSG00000104921.14",27.8292808560824,1.16868617732676,0.329615353259134,3.5456060094627,0.000391711394129521,0.0462045779922728
"ENSG00000198826.10",172.983672240346,-1.31028953033626,0.369780657676373,-3.54342365706702,0.000394967646306408,0.0463602955431713
"ENSG00000011478.11",489.401123294529,0.365051215829296,0.103086343504594,3.54121800636986,0.000398284346582252,0.0465215545312782
"ENSG00000088826.17",851.718020895748,1.73910411674247,0.491442179573021,3.53877666392708,0.000401985795317689,0.0467259702372916
"ENSG00000236194.3",8.73351796516047,1.32023512189927,0.373692166973044,3.53294834246421,0.000410952761771809,0.0475375066696907
"ENSG00000276070.4",66.2147325451627,1.48979458813291,0.422001027053695,3.53031033723846,0.000415072490798938,0.0476903236585142
"ENSG00000272384.1",13.235100530472,0.938080553087825,0.26585621548836,3.52852594160581,0.000417880986554236,0.0476903236585142
"ENSG00000146556.14",193.749389611433,0.509557468554242,0.144420392205614,3.52829306701214,0.000418248818888619,0.0476903236585142
"ENSG00000250673.2",34.717362813786,1.59384982816015,0.451998449457949,3.52622853036675,0.000421523064201657,0.0478358756981454
"ENSG00000105374.9",295.590338961803,1.00060190027836,0.283937508256525,3.52402155820274,0.000425049665037468,0.048008557685482
"ENSG00000236478.2",2.21053342680465,-1.92101178052845,0.54610657688452,-3.51764996401915,0.000435386261760106,0.0489451832762711
"ENSG00000257252.5",3.55188914699192,1.45119622759517,0.413407707636453,3.51032697453077,0.000447555976245417,0.049920502438831
"ENSG00000096060.14",8426.68362729642,-1.1133011732634,0.31719489038623,-3.50983325080616,0.000448387790314742,0.049920502438831
"ENSG00000232656.7",120.059848118118,1.31238255788834,0.374037576590386,3.50869174656628,0.00045031649725569,0.049920502438831
"ENSG00000274386.5",10.0584442354885,1.15263050653786,0.328635092888912,3.50732630652892,0.000452633739724832,0.0499461516023553
"ENSG00000138771.14",1960.95353161948,-0.602599124635191,0.172039196195239,-3.50268507387891,0.000460593680816194,0.0503667906805412
"ENSG00000167202.11",4354.75549559327,-0.574391142522633,0.164028979738195,-3.50176623325594,0.000462184946078625,0.0503667906805412
"ENSG00000120729.9",17.9148626213084,1.0170913710577,0.290570611824189,3.50032429182168,0.000464692471453052,0.0503667906805412
"ENSG00000237115.2",17.9849879707736,1.14893024496328,0.328244354555472,3.50022850056091,0.000464859500538718,0.0503667906805412
